ID_Transacción,ID_Cliente,ID_Tienda,SKU,Cantidad,Precio_Unitario,Fecha,Total
TRX0000420,C00741,T011,P00091,1,155600,2024-06-16,155600
TRX0000421,C01045,T006,P00070,3,97400,2023-12-29,292200
TRX0000422,C03155,T012,P00208,5,183200,2024-12-29,916000
TRX0000423,C02616,T016,P00109,4,140200,2024-03-17,560800
TRX0000424,C03473,T016,P00277,1,202600,2025-03-12,202600
TRX0000425,C03392,T020,P00027,3,326100,2024-05-25,978300
TRX0000426,C02732,T005,P00213,4,14200,2024-09-15,56800
TRX0000427,C02015,T013,P00145,1,55800,2024-02-28,55800
TRX0000428,C03430,T018,P00002,2,320500,2024-11-26,641000
TRX0000429,C04073,T018,P00279,4,54600,2025-04-04,218400
TRX0000430,C04373,T016,P00163,4,376600,2024-06-07,1506400
TRX0000431,C04363,T018,P00043,2,91400,2025-05-17,182800
TRX0000432,C01886,T013,P00222,3,170900,2024-11-29,512700
TRX0000433,C00685,T019,P00228,2,43500,2024-01-05,87000
TRX0000434,C03456,T017,P00135,3,89200,2025-09-02,267600
TRX0000435,C04734,T025,P00005,3,232600,2024-07-14,697800
TRX0000436,C01797,T023,P00199,1,261200,2024-01-08,261200
TRX0000437,C00715,T008,P00181,1,93200,2023-11-01,93200
TRX0000438,C02964,T001,P00229,3,12700,2024-12-02,38100
TRX0000439,C01666,T001,P00165,5,101800,2023-11-21,509000
TRX0000440,C02969,T018,P00028,5,206800,2024-08-13,1034000
TRX0000441,C03883,T005,P00186,4,37000,2024-04-23,148000
TRX0000442,C00903,T002,P00194,5,72400,2024-02-06,362000
TRX0000443,C02862,T012,P00047,4,207300,2025-08-24,829200
TRX0000444,C01142,T010,P00186,5,37000,2025-09-12,185000
TRX0000445,C03772,T005,P00032,3,324200,2025-01-23,972600
TRX0000446,C04518,T014,P00182,3,99800,2025-01-02,299400
TRX0000447,C01987,T007,P00128,3,55500,2024-09-14,166500
TRX0000448,C01840,T002,P00044,3,139300,2024-02-07,417900
TRX0000449,C01129,T004,P00087,3,131400,2025-09-13,394200
TRX0000450,C01173,T013,P00232,1,314500,2024-07-29,314500
TRX0000451,C00216,T023,P00162,1,229900,2025-01-20,229900
TRX0000452,C03480,T012,P00018,1,379000,2024-06-17,379000
TRX0000453,C00444,T023,P00204,4,157600,2025-08-03,630400
TRX0000454,C00869,T022,P00227,3,109700,2024-11-16,329100
TRX0000455,C04765,T003,P00062,1,64200,2024-10-30,64200
TRX0000456,C03907,T020,P00286,2,149100,2023-11-03,298200
TRX0000457,C01296,T001,P00013,1,181900,2025-05-22,181900
TRX0000458,C01204,T012,P00109,1,140200,2024-05-21,140200
TRX0000459,C01158,T003,P00088,5,211000,2025-03-13,1055000
TRX0000460,C02008,T003,P00250,3,188700,2023-10-04,566100
TRX0000461,C00103,T019,P00241,4,136600,2024-01-15,546400
TRX0000462,C03412,T005,P00268,3,248400,2024-06-07,745200
TRX0000463,C01495,T016,P00266,4,326500,2025-05-09,1306000
TRX0000464,C01148,T024,P00052,2,117700,2024-11-27,235400
TRX0000465,C04321,T023,P00224,2,264300,2024-06-15,528600
TRX0000466,C02454,T016,P00255,5,307200,2025-09-24,1536000
TRX0000467,C03372,T024,P00159,5,135600,2024-12-25,678000
TRX0000468,C02764,T015,P00141,2,222700,2024-08-18,445400
TRX0000469,C00109,T010,P00257,1,354400,2024-10-17,354400
TRX0000470,C00912,T005,P00096,5,33900,2023-11-14,169500
TRX0000471,C00492,T021,P00180,3,380200,2025-01-12,1140600
TRX0000472,C00264,T020,P00095,4,158900,2025-07-30,635600
TRX0000473,C01422,T017,P00089,5,182100,2024-11-16,910500
TRX0000474,C01314,T001,P00199,5,261200,2025-06-07,1306000
TRX0000475,C03248,T014,P00089,3,182100,2024-01-14,546300
TRX0000476,C03722,T018,P00192,4,282500,2025-08-09,1130000
TRX0000477,C02114,T019,P00047,3,207300,2025-05-09,621900
TRX0000478,C04112,T010,P00189,3,273400,2024-06-03,820200
TRX0000479,C01863,T014,P00187,2,44500,2024-09-08,89000
TRX0000480,C01285,T009,P00080,4,108200,2025-06-01,432800
TRX0000481,C00754,T017,P00028,3,206800,2024-04-21,620400
TRX0000482,C03093,T005,P00152,4,125000,2025-07-01,500000
TRX0000483,C01736,T013,P00035,5,21300,2025-02-24,106500
TRX0000484,C00459,T008,P00187,4,44500,2025-01-08,178000
TRX0000485,C03214,T006,P00172,5,55300,2024-08-01,276500
TRX0000486,C04582,T020,P00094,3,330600,2024-12-11,991800
TRX0000487,C00633,T023,P00058,5,254300,2024-08-17,1271500
TRX0000488,C03838,T016,P00086,4,155700,2025-05-29,622800
TRX0000489,C02566,T021,P00103,2,165100,2025-05-31,330200
TRX0000490,C03319,T013,P00211,4,244800,2024-12-13,979200
TRX0000491,C01351,T002,P00244,4,22900,2024-05-02,91600
TRX0000492,C03044,T021,P00063,1,52100,2024-08-31,52100
TRX0000493,C03476,T007,P00172,3,55300,2025-08-01,165900
TRX0000494,C02212,T004,P00170,1,171200,2024-08-09,171200
TRX0000495,C00856,T003,P00078,1,279900,2024-08-19,279900
TRX0000496,C02972,T020,P00093,4,75800,2025-02-27,303200
TRX0000497,C02749,T001,P00238,2,145800,2024-08-23,291600
TRX0000498,C01963,T010,P00096,2,33900,2024-02-04,67800
TRX0000499,C01334,T018,P00232,3,314500,2025-07-04,943500
TRX0000500,C00873,T003,P00102,1,54600,2024-10-24,54600
TRX0000501,C01736,T020,P00125,2,417800,2025-08-13,835600
TRX0000502,C00090,T025,P00154,1,134300,2024-05-22,134300
TRX0000503,C02533,T007,P00274,4,52700,2023-12-04,210800
TRX0000504,C04520,T007,P00069,2,103800,2024-05-30,207600
TRX0000505,C00266,T008,P00256,3,238500,2025-08-19,715500
TRX0000506,C02206,T003,P00085,1,20100,2024-10-02,20100
TRX0000507,C04671,T019,P00037,5,8200,2024-09-29,41000
TRX0000508,C00368,T019,P00065,1,8300,2025-01-29,8300
TRX0000509,C03964,T002,P00174,5,141500,2024-10-01,707500
TRX0000510,C00394,T011,P00242,3,145300,2025-09-07,435900
TRX0000511,C00764,T010,P00009,1,130000,2024-03-18,130000
TRX0000512,C00070,T012,P00242,2,145300,2024-11-18,290600
TRX0000513,C02314,T013,P00146,5,17500,2024-12-07,87500
TRX0000514,C04098,T007,P00092,3,195200,2025-02-02,585600
TRX0000515,C02577,T025,P00143,4,131200,2024-03-29,524800
TRX0000516,C03201,T024,P00221,1,36300,2025-08-13,36300
TRX0000517,C02916,T005,P00031,5,157000,2024-04-27,785000
TRX0000518,C00798,T011,P00249,2,123300,2024-04-29,246600
TRX0000519,C03337,T024,P00283,1,116200,2025-04-03,116200
TRX0000520,C04126,T004,P00211,4,244800,2024-12-19,979200
TRX0000521,C04114,T025,P00262,3,409700,2023-12-24,1229100
TRX0000522,C01231,T001,P00009,3,130000,2024-11-27,390000
TRX0000523,C04811,T013,P00212,2,40400,2025-01-22,80800
TRX0000524,C03908,T019,P00215,5,102100,2025-04-18,510500
TRX0000525,C00307,T010,P00275,2,212500,2024-06-21,425000
TRX0000526,C01321,T005,P00077,5,59200,2023-10-10,296000
TRX0000527,C03794,T003,P00180,5,380200,2025-06-06,1901000
TRX0000528,C00765,T023,P00261,5,266900,2025-02-08,1334500
TRX0000529,C01898,T007,P00120,2,130200,2024-11-23,260400
TRX0000530,C01154,T025,P00180,2,380200,2025-03-23,760400
TRX0000531,C01320,T017,P00287,2,141300,2024-04-21,282600
TRX0000532,C04230,T024,P00060,3,251600,2024-11-18,754800
TRX0000533,C04987,T021,P00281,4,268800,2023-12-27,1075200
TRX0000534,C04287,T025,P00231,5,54900,2024-05-24,274500
TRX0000535,C02797,T015,P00168,3,22600,2024-11-10,67800
TRX0000536,C01075,T011,P00115,1,181600,2023-12-05,181600
TRX0000537,C02383,T012,P00296,1,29600,2024-11-16,29600
TRX0000538,C03530,T002,P00224,3,264300,2024-01-19,792900
TRX0000539,C03176,T008,P00064,2,287400,2025-01-31,574800
TRX0000540,C01711,T020,P00100,2,314500,2024-01-01,629000
TRX0000541,C04972,T003,P00186,2,37000,2025-03-01,74000
TRX0000542,C01249,T019,P00271,3,313300,2025-06-22,939900
TRX0000543,C04076,T004,P00086,5,155700,2024-07-30,778500
TRX0000544,C00123,T005,P00096,3,33900,2025-03-19,101700
TRX0000545,C02536,T018,P00291,1,141200,2025-08-15,141200
TRX0000546,C00715,T016,P00041,1,384400,2025-01-13,384400
TRX0000547,C00771,T015,P00092,2,195200,2024-11-06,390400
TRX0000548,C02570,T006,P00145,5,55800,2025-02-04,279000
TRX0000549,C02422,T006,P00039,3,327600,2024-09-28,982800
TRX0000550,C00559,T009,P00151,1,21700,2024-05-26,21700
TRX0000551,C04723,T012,P00006,2,14400,2024-09-28,28800
TRX0000552,C02895,T003,P00273,5,257500,2025-08-31,1287500
TRX0000553,C00583,T006,P00006,4,14400,2025-06-21,57600
TRX0000554,C03775,T009,P00161,5,166000,2023-10-31,830000
TRX0000555,C03877,T009,P00201,3,40400,2024-08-22,121200
TRX0000556,C03622,T021,P00189,1,273400,2025-06-27,273400
TRX0000557,C01151,T004,P00025,4,168100,2025-03-19,672400
TRX0000558,C04660,T016,P00193,5,248500,2024-04-04,1242500
TRX0000559,C00325,T012,P00023,3,60800,2024-05-21,182400
TRX0000560,C02349,T013,P00130,2,128600,2025-04-03,257200
TRX0000561,C03351,T020,P00057,5,259700,2023-10-05,1298500
TRX0000562,C01057,T015,P00039,5,327600,2025-06-22,1638000
TRX0000563,C03005,T017,P00235,2,52600,2023-12-20,105200
TRX0000564,C02570,T012,P00184,2,329900,2024-05-04,659800
TRX0000565,C00684,T022,P00298,4,274300,2024-10-23,1097200
TRX0000566,C03385,T017,P00163,4,376600,2025-01-20,1506400
TRX0000567,C03688,T009,P00162,3,229900,2024-01-20,689700
TRX0000568,C00350,T020,P00125,5,417800,2024-09-13,2089000
TRX0000569,C00468,T024,P00232,5,314500,2024-12-15,1572500
TRX0000570,C02006,T023,P00168,5,22600,2025-07-21,113000
TRX0000571,C04595,T001,P00097,2,367700,2025-02-16,735400
TRX0000572,C01267,T004,P00234,5,68400,2024-02-16,342000
TRX0000573,C02382,T013,P00235,1,52600,2024-07-30,52600
TRX0000574,C01297,T019,P00176,2,178500,2025-03-30,357000
TRX0000575,C03271,T003,P00050,1,15300,2025-05-05,15300
TRX0000576,C01828,T013,P00226,5,309000,2025-03-12,1545000
TRX0000577,C03787,T022,P00183,1,423900,2024-11-05,423900
TRX0000578,C00766,T012,P00125,5,417800,2024-06-17,2089000
TRX0000579,C03817,T015,P00270,1,205400,2024-07-12,205400
TRX0000580,C04384,T015,P00271,3,313300,2023-12-02,939900
TRX0000581,C00894,T003,P00201,3,40400,2025-08-21,121200
TRX0000582,C01477,T024,P00090,2,338200,2025-07-08,676400
TRX0000583,C00888,T013,P00024,5,124300,2024-08-13,621500
TRX0000584,C03549,T007,P00055,2,56000,2025-08-29,112000
TRX0000585,C03290,T011,P00268,2,248400,2025-02-18,496800
TRX0000586,C00529,T011,P00193,5,248500,2025-07-16,1242500
TRX0000587,C02806,T020,P00125,5,417800,2024-06-24,2089000
TRX0000588,C03984,T007,P00064,4,287400,2024-08-07,1149600
TRX0000589,C03902,T004,P00068,3,222200,2025-05-15,666600
TRX0000590,C02281,T015,P00145,2,55800,2024-08-10,111600
TRX0000591,C00314,T018,P00099,1,295500,2024-12-28,295500
TRX0000592,C01276,T016,P00108,2,262200,2024-05-02,524400
TRX0000593,C01193,T021,P00266,4,326500,2025-04-30,1306000
TRX0000594,C01749,T011,P00096,4,33900,2024-11-11,135600
TRX0000595,C04655,T002,P00061,1,228100,2025-05-31,228100
TRX0000596,C04925,T025,P00049,5,228800,2024-02-18,1144000
TRX0000597,C03116,T002,P00053,1,300900,2025-07-22,300900
TRX0000598,C02962,T014,P00062,2,64200,2025-02-21,128400
TRX0000599,C03879,T007,P00221,1,36300,2025-03-20,36300
TRX0000600,C00444,T007,P00124,2,83000,2025-01-07,166000
TRX0000601,C00188,T025,P00050,4,15300,2024-05-05,61200
TRX0000602,C03465,T009,P00262,5,409700,2023-12-30,2048500
TRX0000603,C02065,T021,P00123,3,10300,2024-02-06,30900
TRX0000604,C01443,T003,P00138,5,104000,2025-03-19,520000
TRX0000605,C01162,T003,P00118,2,93100,2025-06-11,186200
TRX0000606,C02244,T013,P00078,2,279900,2025-01-27,559800
TRX0000607,C00670,T010,P00013,3,181900,2025-01-28,545700
TRX0000608,C03699,T014,P00114,4,403900,2024-06-18,1615600
TRX0000609,C04299,T007,P00014,4,56400,2024-12-20,225600
TRX0000610,C02126,T006,P00201,3,40400,2025-04-10,121200
TRX0000611,C00441,T003,P00104,3,30800,2023-10-23,92400
TRX0000612,C03511,T011,P00094,4,330600,2024-01-28,1322400
TRX0000613,C02433,T006,P00149,2,336600,2024-11-27,673200
TRX0000614,C01627,T012,P00205,4,166200,2024-02-11,664800
TRX0000615,C03434,T016,P00220,4,307600,2025-06-30,1230400
TRX0000616,C03896,T018,P00239,3,19900,2025-05-06,59700
TRX0000617,C01317,T023,P00226,4,309000,2024-07-19,1236000
TRX0000618,C03579,T012,P00236,1,13200,2024-02-01,13200
TRX0000619,C04673,T013,P00238,2,145800,2025-06-24,291600
TRX0000620,C00082,T018,P00260,1,249600,2025-07-23,249600
TRX0000621,C04892,T007,P00224,4,264300,2024-11-04,1057200
TRX0000622,C00638,T024,P00144,5,192800,2024-11-23,964000
TRX0000623,C04739,T020,P00209,5,121500,2024-08-10,607500
TRX0000624,C01185,T011,P00088,1,211000,2023-10-20,211000
TRX0000625,C02593,T001,P00020,1,195700,2025-01-05,195700
TRX0000626,C01233,T015,P00114,4,403900,2024-12-17,1615600
TRX0000627,C01209,T016,P00002,3,320500,2023-11-12,961500
TRX0000628,C02593,T004,P00107,5,236800,2025-06-19,1184000
TRX0000629,C03330,T009,P00101,2,219900,2024-10-30,439800
TRX0000630,C04266,T024,P00152,4,125000,2025-04-30,500000
TRX0000631,C00031,T015,P00231,2,54900,2024-10-07,109800
TRX0000632,C01030,T021,P00026,1,282900,2024-06-13,282900
TRX0000633,C03681,T021,P00121,4,379500,2025-05-19,1518000
TRX0000634,C04739,T004,P00154,2,134300,2023-12-09,268600
TRX0000635,C00299,T007,P00065,4,8300,2024-04-03,33200
TRX0000636,C01538,T014,P00180,3,380200,2023-11-11,1140600
TRX0000637,C04474,T025,P00188,3,19500,2024-04-28,58500
TRX0000638,C01361,T020,P00148,1,62200,2024-12-21,62200
TRX0000639,C03093,T007,P00007,1,328900,2024-09-03,328900
TRX0000640,C02852,T007,P00044,4,139300,2025-05-23,557200
TRX0000641,C01566,T022,P00204,4,157600,2023-10-22,630400
TRX0000642,C04726,T001,P00237,3,20000,2024-11-19,60000
TRX0000643,C03034,T012,P00198,4,115600,2025-05-14,462400
TRX0000644,C00133,T010,P00125,1,417800,2024-02-29,417800
TRX0000645,C02515,T017,P00077,2,59200,2025-06-16,118400
TRX0000646,C01022,T023,P00037,2,8200,2025-06-19,16400
TRX0000647,C04089,T021,P00018,3,379000,2023-10-09,1137000
TRX0000648,C03736,T014,P00249,3,123300,2025-03-16,369900
TRX0000649,C03362,T012,P00070,3,97400,2024-09-09,292200
TRX0000650,C02886,T018,P00250,3,188700,2025-04-27,566100
TRX0000651,C03489,T017,P00066,4,84400,2023-10-28,337600
TRX0000652,C02752,T004,P00007,1,328900,2024-04-04,328900
TRX0000653,C01441,T015,P00216,3,62400,2023-12-06,187200
TRX0000654,C03510,T012,P00004,3,33200,2025-06-25,99600
TRX0000655,C01450,T018,P00194,3,72400,2024-04-11,217200
TRX0000656,C04874,T006,P00162,4,229900,2025-05-10,919600
TRX0000657,C04447,T014,P00197,1,125900,2025-07-24,125900
TRX0000658,C03126,T010,P00162,3,229900,2023-11-15,689700
TRX0000659,C03584,T021,P00175,4,102700,2023-10-22,410800
TRX0000660,C02321,T023,P00030,5,17700,2025-05-02,88500
TRX0000661,C00813,T003,P00182,3,99800,2024-08-06,299400
TRX0000662,C00851,T003,P00167,1,15100,2024-12-03,15100
TRX0000663,C00135,T020,P00159,3,135600,2025-05-07,406800
TRX0000664,C03370,T004,P00222,1,170900,2024-02-08,170900
TRX0000665,C04067,T024,P00194,5,72400,2025-04-23,362000
TRX0000666,C04463,T004,P00106,5,230100,2024-04-21,1150500
TRX0000667,C03639,T017,P00249,3,123300,2023-12-04,369900
TRX0000668,C04762,T002,P00056,4,63200,2025-07-08,252800
TRX0000669,C02375,T014,P00120,2,130200,2024-07-17,260400
TRX0000670,C01736,T008,P00209,5,121500,2023-11-25,607500
TRX0000671,C03725,T018,P00235,1,52600,2023-12-08,52600
TRX0000672,C03122,T004,P00239,3,19900,2024-09-28,59700
TRX0000673,C01603,T016,P00221,3,36300,2025-03-03,108900
TRX0000674,C01020,T012,P00115,5,181600,2025-09-24,908000
TRX0000675,C03801,T014,P00012,4,105700,2025-03-07,422800
TRX0000676,C03243,T001,P00258,1,18300,2025-06-19,18300
TRX0000677,C03070,T008,P00225,2,126300,2024-08-05,252600
TRX0000678,C04158,T010,P00063,5,52100,2024-07-25,260500
TRX0000679,C02193,T022,P00263,5,371000,2025-01-24,1855000
TRX0000680,C02167,T010,P00232,1,314500,2024-05-06,314500
TRX0000681,C03398,T022,P00262,5,409700,2025-07-01,2048500
TRX0000682,C01979,T001,P00029,4,41800,2024-12-04,167200
TRX0000683,C03397,T002,P00257,3,354400,2024-06-24,1063200
TRX0000684,C00128,T001,P00248,2,141100,2023-10-14,282200
TRX0000685,C01257,T012,P00287,4,141300,2025-06-25,565200
TRX0000686,C04252,T024,P00088,3,211000,2025-03-13,633000
TRX0000687,C04915,T011,P00119,3,102500,2024-01-23,307500
TRX0000688,C02746,T006,P00200,5,328400,2025-09-13,1642000
TRX0000689,C04688,T014,P00147,1,235500,2025-07-21,235500
TRX0000690,C01982,T018,P00224,2,264300,2024-01-08,528600
TRX0000691,C03207,T007,P00041,2,384400,2024-10-18,768800
TRX0000692,C03223,T002,P00119,4,102500,2024-03-13,410000
TRX0000693,C04734,T014,P00035,2,21300,2024-03-05,42600
TRX0000694,C01056,T021,P00113,1,76600,2024-06-09,76600
TRX0000695,C03199,T024,P00113,1,76600,2023-11-08,76600
TRX0000696,C01424,T013,P00255,5,307200,2023-10-02,1536000
TRX0000697,C02607,T017,P00130,3,128600,2024-02-14,385800
TRX0000698,C01298,T014,P00047,4,207300,2025-05-24,829200
TRX0000699,C01893,T004,P00145,3,55800,2025-04-07,167400
TRX0000700,C01035,T017,P00113,4,76600,2024-02-12,306400
TRX0000701,C00970,T021,P00018,2,379000,2025-03-24,758000
TRX0000702,C04727,T013,P00147,4,235500,2024-07-24,942000
TRX0000703,C02132,T018,P00236,3,13200,2023-11-06,39600
TRX0000704,C01303,T011,P00091,1,155600,2024-08-07,155600
TRX0000705,C01670,T003,P00001,3,159600,2025-05-07,478800
TRX0000706,C00765,T001,P00065,1,8300,2025-05-19,8300
TRX0000707,C03584,T001,P00058,2,254300,2025-09-06,508600
TRX0000708,C04861,T005,P00234,2,68400,2025-04-23,136800
TRX0000709,C00228,T020,P00183,1,423900,2025-04-23,423900
TRX0000710,C04454,T003,P00191,4,57000,2023-11-03,228000
TRX0000711,C04685,T013,P00015,1,118200,2025-06-10,118200
TRX0000712,C00208,T024,P00269,4,164100,2024-07-26,656400
TRX0000713,C01070,T015,P00055,5,56000,2023-11-22,280000
TRX0000714,C02934,T006,P00183,3,423900,2024-10-26,1271700
TRX0000715,C01964,T021,P00044,5,139300,2025-06-23,696500
TRX0000716,C01817,T010,P00210,4,237500,2025-03-18,950000
TRX0000717,C01588,T018,P00242,2,145300,2025-06-03,290600
TRX0000718,C02010,T024,P00276,5,212800,2024-01-31,1064000
TRX0000719,C03098,T025,P00167,3,15100,2024-07-12,45300
TRX0000720,C02134,T022,P00070,5,97400,2024-12-22,487000
TRX0000721,C00424,T009,P00200,1,328400,2023-10-04,328400
TRX0000722,C00680,T005,P00264,1,131600,2024-10-18,131600
TRX0000723,C00190,T021,P00165,3,101800,2024-05-01,305400
TRX0000724,C04747,T004,P00101,5,219900,2024-08-24,1099500
TRX0000725,C00909,T015,P00141,3,222700,2024-07-21,668100
TRX0000726,C04882,T004,P00121,2,379500,2023-11-25,759000
TRX0000727,C00878,T005,P00154,4,134300,2024-12-21,537200
TRX0000728,C02314,T009,P00015,1,118200,2024-05-01,118200
TRX0000729,C01480,T003,P00160,5,60000,2024-01-01,300000
TRX0000730,C00634,T016,P00091,2,155600,2024-04-20,311200
TRX0000731,C02961,T007,P00283,2,116200,2023-11-10,232400
TRX0000732,C03202,T004,P00034,1,39100,2024-12-14,39100
TRX0000733,C04023,T001,P00146,1,17500,2025-06-12,17500
TRX0000734,C03390,T003,P00059,1,198900,2025-05-11,198900
TRX0000735,C03986,T021,P00174,3,141500,2025-08-06,424500
TRX0000736,C00626,T007,P00100,5,314500,2025-07-22,1572500
TRX0000737,C03440,T013,P00298,3,274300,2025-07-18,822900
TRX0000738,C02569,T021,P00141,5,222700,2025-01-13,1113500
TRX0000739,C03694,T006,P00033,1,123500,2025-04-21,123500
TRX0000740,C01473,T010,P00005,3,232600,2023-12-06,697800
TRX0000741,C00084,T006,P00132,1,50600,2023-12-03,50600
TRX0000742,C04648,T021,P00043,4,91400,2025-09-22,365600
TRX0000743,C04970,T002,P00060,5,251600,2024-12-06,1258000
TRX0000744,C00961,T011,P00276,4,212800,2024-12-29,851200
TRX0000745,C02841,T016,P00186,1,37000,2024-09-12,37000
TRX0000746,C04916,T018,P00166,4,132100,2025-02-27,528400
TRX0000747,C00042,T006,P00198,5,115600,2025-04-27,578000
TRX0000748,C04275,T024,P00112,3,39700,2024-08-02,119100
TRX0000749,C02085,T004,P00221,3,36300,2023-12-22,108900
TRX0000750,C01580,T020,P00181,4,93200,2024-08-06,372800
TRX0000751,C00243,T018,P00182,4,99800,2025-08-17,399200
TRX0000752,C00189,T017,P00203,5,89300,2024-07-20,446500
TRX0000753,C04193,T025,P00004,4,33200,2025-02-23,132800
TRX0000754,C01249,T007,P00142,2,108700,2024-05-11,217400
TRX0000755,C02990,T004,P00229,5,12700,2025-06-19,63500
TRX0000756,C01778,T001,P00237,5,20000,2024-03-29,100000
TRX0000757,C02684,T005,P00206,3,88000,2025-09-04,264000
TRX0000758,C01801,T003,P00234,2,68400,2024-09-25,136800
TRX0000759,C01037,T009,P00227,5,109700,2023-12-23,548500
TRX0000760,C02242,T016,P00079,3,148700,2024-12-29,446100
TRX0000761,C01633,T003,P00117,5,234800,2025-04-13,1174000
TRX0000762,C02856,T023,P00281,5,268800,2024-04-28,1344000
TRX0000763,C04518,T021,P00086,5,155700,2024-12-03,778500
TRX0000764,C02412,T015,P00178,3,23600,2025-02-14,70800
TRX0000765,C04062,T014,P00191,2,57000,2024-06-26,114000
TRX0000766,C04200,T013,P00230,1,19600,2025-04-18,19600
TRX0000767,C01582,T009,P00032,5,324200,2025-02-25,1621000
TRX0000768,C01417,T007,P00300,3,79300,2024-10-18,237900
TRX0000769,C02303,T013,P00235,2,52600,2025-05-29,105200
TRX0000770,C00843,T019,P00238,1,145800,2025-04-17,145800
TRX0000771,C04814,T010,P00180,4,380200,2024-04-14,1520800
TRX0000772,C01358,T007,P00153,1,312400,2025-05-17,312400
TRX0000773,C03997,T014,P00267,3,393600,2024-01-04,1180800
TRX0000774,C03655,T014,P00042,5,88200,2024-06-23,441000
TRX0000775,C04886,T024,P00188,4,19500,2024-03-20,78000
TRX0000776,C02226,T011,P00099,1,295500,2023-11-13,295500
TRX0000777,C00882,T020,P00205,3,166200,2024-11-21,498600
TRX0000778,C03138,T014,P00058,1,254300,2025-01-03,254300
TRX0000779,C01637,T019,P00253,2,160700,2024-06-15,321400
TRX0000780,C02892,T012,P00145,1,55800,2024-11-26,55800
TRX0000781,C00527,T015,P00174,2,141500,2024-06-16,283000
TRX0000782,C01371,T002,P00093,2,75800,2025-09-08,151600
TRX0000783,C04190,T009,P00147,3,235500,2024-08-18,706500
TRX0000784,C04808,T014,P00046,5,43700,2024-01-23,218500
TRX0000785,C02405,T020,P00245,3,303100,2024-02-07,909300
TRX0000786,C04346,T012,P00242,1,145300,2024-12-14,145300
TRX0000787,C03263,T001,P00225,4,126300,2024-04-20,505200
TRX0000788,C00940,T006,P00042,1,88200,2024-01-30,88200
TRX0000789,C02644,T014,P00029,5,41800,2025-03-31,209000
TRX0000790,C01524,T012,P00244,4,22900,2025-08-01,91600
TRX0000791,C02010,T003,P00250,4,188700,2024-06-05,754800
TRX0000792,C01763,T022,P00036,1,267900,2025-04-26,267900
TRX0000793,C03045,T012,P00069,1,103800,2024-06-26,103800
TRX0000794,C01189,T025,P00260,4,249600,2024-02-17,998400
